age	gender	education	studyabroad	problem	contribution	contribution	optimistic	fear	eastdev	origin	background	ruraldevplus	duration
26-30	Female	S1	No	Limited job,Bureaucracy,Education,Technology	Professor	Professor	Yes	Alone	Yes	Kalimantan Barat	Pendidikan	Yes	5-7
17-25	Male	S1	Yes	Education,Health	Professional	Professional	Yes	Bureaucracy	Yes	Sumatera Barat	Ilmu Sosial dan Politik	Yes	2-5
26-30	Male	S1	No	Macroeconomics,Microeconomics	Professional	Professional	Yes	Paper,Politics,Alone,No idea,Bureaucracy,	Yes	Jawa Barat	Bisnis	Yes	< 2
26-30	Male	S1	No	HumanSociety	Birokrat	Birokrat	Maybe	Alone	Yes	Jawa Barat	Ekonomi	Yes	2-5
35+	Male	S1	Yes	Crime,Limited job,Bureaucracy,Education,PoliticsLaw,Natural resources,Media,Youth	Birokrat	Birokrat	Yes		Yes	DKI Jakarta	Militer	Yes	> 7
17-25	Male	S1	No	Education,HumanSociety,Media,Youth	Professor	Professor	Yes	Alone	Yes	DI Yogyakarta	Ekonomi	Yes	2-5
26-30	Female	S1	No	Agriculture	Entrepreneur	Entrepreneur	Yes	Realistic,Alone,Communication	No	Sumatera Selatan	Teknik	Yes	2-5
26-30	Female	S1	No	Education,Technology	Entrepreneur	Entrepreneur	Yes	Alone	Yes	DKI Jakarta	Asuransi	Yes	< 2
17-25	Female	SMA	No	Education,Health,Gender equality,PoliticsLaw,Media	Entrepreneur	Entrepreneur	Yes	Believe	Yes	DKI Jakarta	Sastra	Yes	< 2
17-25	Female	SMA	No	Limited job,Bureaucracy,Education,Health,Agriculture,Energy,Natural resources,Macroeconomics,Microeconomics,Technology,	Entrepreneur	Entrepreneur	Yes	Believe	Yes	DKI Jakarta	Sastra	Yes	< 2
17-25	Male	S2	Yes	Limited job,Bureaucracy,Education,Health,Agriculture,Energy,Natural resources,Macroeconomics,Microeconomics,Technology,	Entrepreneur	Entrepreneur	Maybe	Communication	Yes	Jawa Barat	Sains	Yes	2-5
17-25	Female	S1	Yes	Bureaucracy,Macroeconomics,Youth	Birokrat	Birokrat	Yes	Believe	Yes	Maluku Utara	Hubungan Internasional	Yes	> 7
26-30	Male	S1	No	Crime,Limited job,Education,Health,PoliticsLaw,Energy,Natural resources,Defense,HumanSociety,Media, Youth	kajian/puslit	kajian/puslit	Yes	Bureaucracy	Yes	Jawa Barat	Sains	Yes	< 2
26-30	Female	S1	No	Crime,Limited job,Education,Health,PoliticsLaw,Energy,Natural resources,Defense,HumanSociety,Media, Youth	Professor	Professor	Yes	Alone,Capital	Yes	Sulawesi Selatan	Pendidikan	Yes	> 7
17-25	Female	SMA	No	Microeconomics	Professional	Professional	Yes	Family,Bureaucracy	Yes	Jawa Timur	Sains	Yes	< 2
26-30	Male	S2	No	Limited job	Professor	Professor	Yes	Politics,Alone,Bureaucracy	Yes	Jawa Tengah	Kehutanan	Yes	2-5
31-35	Male	S1	No	Energy,Natural resources	Professor	Professor	Yes	Politics,Family,Bureaucracy	Yes	Jawa Timur	Pendidikan	Yes	2-5
17-25	Female	S1	Yes	Education,Technology	Professor	Professor	Maybe	Believe	Yes	Sumatera Barat	Hubungan Internasional	Yes	2-5
26-30	Female	S1	Yes	Gender equality,HumanSociety	Professional	Professional	Yes		Yes	Nusa Tenggara Timur	Kedokteran	Yes	2-5
17-25	Female	S1	No	Limited job,Bureaucracy,Education,Technology	Professor	Professor	Yes	Realistic	Yes	Jawa Tengah	Ilmu Sosial dan Politik	Yes	2-5
31-35	Male	S1	Yes	Limited job	Professional	Professional	Yes	Realistic,Paper,Family,Alone,Capital,	Yes	Banten	Sistem Informasi/ Komputer	Yes	< 2
17-25	Female	S2	Yes	Crime,Education,Microeconomics	Professor	Professor	Yes	Believe	No	Sumatera Selatan	Sains	No	
26-30	Female	S1	Yes	Limited job,Education	Professional	Professional	Maybe	Family,Alone	Yes	DKI Jakarta	Kesehatan	Yes	2-5
17-25	Male	SMA	No	Health	Entrepreneur	Entrepreneur	Yes	Paper,Politics,Bureaucracy	Yes	Kalimantan Barat	Teknik	Yes	5-7
17-25	Female	S1	No	Agriculture,Energy	Professional	Professional	Yes	Paper	Yes	Sumatera Selatan	Psikologi	Yes	< 2
17-25	Female	SMA	No	Crime,Limited job,Bureaucracy,Education,Health,Agriculture,Media	Entrepreneur	Entrepreneur	Yes	Believe,Realistic,Politics,Family,Capital,	Yes	DKI Jakarta	Ekonomi	Yes	2-5
17-25	Male	S1	No	Crime,Limited job,Education	Entrepreneur	Entrepreneur	Yes	Capital	Yes	Jawa Tengah	HumanSocietyiora	Yes	< 2
35+	Male	S1	Yes	Education,Energy	Professional	Professional	Yes	Believe	Yes	Jawa Barat	pertanian	Yes	< 2
26-30	Male	S2	Yes	Education,Health	Professional	Professional	Maybe	Alone	No	Jawa Timur	Teknik	Yes	< 2
17-25	Male	SMA	No	Bureaucracy	Birokrat	Birokrat	Yes	Paper	Yes	DKI Jakarta	HumanSocietyiora	Yes	2-5
17-25	Female	S1	No	Crime,Bureaucracy,Technology	Inspirator	Inspirator	Yes	Believe	Yes	DKI Jakarta	Hukum	Yes	2-5
17-25	Female	S1	No	Culture	Professor	Professor	Yes	Believe	Yes	Jawa Tengah	Kesehatan	Yes	2-5
31-35	Male	S2	No	Education,Agriculture	presiden	presiden	Yes	Paper,Alone,Capital	Yes	Jawa Barat	Teknik	Yes	2-5
31-35	Male	S2	No	Limited job,Education,Youth	presiden	presiden	Yes	Communication	Yes	Jawa Barat	Teknik	Yes	2-5
17-25	Male	S1	No	Limited job,Education,Energy,Media,Technology	Birokrat	Birokrat	Yes	Believe	Yes	DI Yogyakarta	Ekonomi	Yes	2-5
17-25	Male	S1	Yes	Agriculture,Energy	Professor	Professor	Yes	Alone,Bureaucracy	Yes	Nusa Tenggara Barat	Ekonomi	Yes	> 7
17-25	Male	S1	Yes	Health	Professor	Professor	Yes	Alone,Timing	Yes	Nusa Tenggara Barat	Ekonomi	Yes	> 7
17-25	Male	S1	No	Limited job,Education,Health,Agriculture,Microeconomics,Youth	Professional	Professional	Yes	Realistic,Politics,Bureaucracy	Yes	Kalimantan Barat	Ekonomi	Yes	2-5
17-25	Male	SMA	No	Education	Entrepreneur	Entrepreneur	Maybe	Alone,Communication	Yes	DI Yogyakarta	Ekonomi	Yes	2-5
17-25	Male	S1	No	Limited job,Youth	Professor	Professor	Yes	Believe	Yes	Jawa Tengah	Sains	Yes	> 7
17-25	Male	S1	No	Limited job,Youth	Professional	Professional	Yes	Communication	Yes	Jawa Barat	Teknik	Yes	< 2
26-30	Male	S1	Yes	Limited job,Microeconomics,Youth	Professional	Professional	Maybe	Communication	Yes	Sumatera Utara	Teknik	Yes	> 7
17-25	Female	S1	No	Education,Natural resources,Technology,Youth	Membuat film dengan tema tersebut	Membuat film dengan tema tersebut	Yes	Believe	Yes	Banten	Seni/ Desain/ Media	Yes	< 2
17-25	Male	S2	No	Energy,Natural resources	Professor	Professor	Yes	Believe	Yes	Jawa Tengah	Teknik	Yes	< 2
17-25	Female	SMA	No	Technology	Entrepreneur	Entrepreneur	Yes	Realistic	No	Jambi	Ekonomi	No	< 2
17-25	Female	S1	No	Bureaucracy,Education,Media	Professional	Professional	Yes	Realistic	Yes	DI Yogyakarta	Ekonomi	Yes	< 2
17-25	Female	S1	Yes	Technology	Professional	Professional	Yes	Communication	Yes	Kepulauan Riau	Bisnis	Yes	> 7
17-25	Female	S1	Yes	Education,Gender equality,HumanSociety,Technology,Youth	Entrepreneur	Entrepreneur	Yes	Politics,Family	Yes	Banten	psikologi	Yes	< 2
17-25	Female	S1	No	HumanSociety,Infrastructure	Professor	Professor	Yes	Alone,Communication	Yes	Jawa Barat	Kesehatan	Yes	< 2
26-30	Male	S2	Yes	Bureaucracy,Education	Professional	Professional	Maybe	Alone	Yes	Jawa Barat	Teknik	Yes	> 7
17-25	Female	S1	No	Limited job,Bureaucracy,Education,Macroeconomics,Microeconomics	Professional	Professional	Maybe	Paper,Alone	Yes	DI Yogyakarta	Seni/ Desain/ Media	Yes	< 2
26-30	Female	S2	Yes	Education,HumanSociety,Youth	Entrepreneur	Entrepreneur	Yes	Believe,Politics	Yes	DKI Jakarta	Seni/ Desain/ Media	Yes	2-5
17-25	Male	SMA	No	Energy	Professional	Professional	Yes	Alone	Yes	DI Yogyakarta	Ekonomi	Yes	> 7
17-25	Male	S1	No	Education,Health,Media,Youth	Entrepreneur	Entrepreneur	Yes	Politics,Alone	Yes	DKI Jakarta	Teknik	Yes	< 2
26-30	Male	S2	Yes	Microeconomics	Professor	Professor	Maybe	Believe	Yes	DI Yogyakarta	Kedokteran	Yes	< 2
17-25	Female	S1	No	Education	Birokrat	Birokrat	Yes	Paper,Alone	Yes	Gorontalo	HumanSocietyiora	Yes	5-7
17-25	Male	S2	Yes	Education,Media	komentator/pengamat	komentator/pengamat	No	Realistic	No	Jawa Barat	Sistem Informasi/ Komputer	No	
17-25	Female	S2	Yes	Energy	Professional	Professional	Yes	Alone	Yes	Jawa Barat	HumanSocietyiora	Yes	> 7
26-30	Male	S1	No	Crime,Limited job,Bureaucracy,Macroeconomics,Microeconomics	Professional	Professional	Yes	Believe	Yes	Sulawesi Selatan	Pendidikan	Yes	2-5
17-25	Female	SMA	No	Education,Agriculture,Macroeconomics,Microeconomics	mengikuti kegiatan sosial di lingkungan sekitar	mengikuti kegiatan sosial di lingkungan sekitar	Yes	Paper	Yes	Jawa Barat	Pendidikan	Yes	> 7
31-35	Female	S1	Yes	Technology	Birokrat	Birokrat	Yes	Alone,Bureaucracy,Inside	Yes	Bangka Belitung	Teknik	Yes	2-5
31-35	Male	S3	No	Technology	innovator, entreprenuer, educator	innovator, entreprenuer, educator	Yes		No	Jawa Tengah	teknik, hukum, ekonomi	No	
17-25	Female	S1	Yes	Education,Health,Technology	Professor	Professor	Yes	Believe	Yes	Jawa Barat	Teknik	Yes	< 2
26-30	Female	S1	Yes	Health	Professor	Professor	Maybe	Alone,Capital,Bureaucracy	No	Jawa Barat	Kesehatan	Yes	< 2
17-25	Female	S1	No	Limited job,Education,Health,PoliticsLaw,Agriculture,Defense,Macroeconomics	Entrepreneur	Entrepreneur	Yes	Believe	Yes	Jawa Barat	Kesehatan	Yes	< 2
31-35	Female	S1	Yes	Bureaucracy,Agriculture,Energy,Natural resources	Professional	Professional	Yes	Paper,Politics,Capital,Communication,Bureaucracy,	Yes	Papua	Sastra	Yes	> 7
26-30	Male	S2	No	Defense	Entrepreneur	Entrepreneur	Yes	Believe	Yes	Jawa Tengah	Sains	Yes	2-5
26-30	Male	S2	No	Education	Entrepreneur	Entrepreneur	Yes	Politics,Timing	Yes	Jawa Tengah	Sains	Yes	2-5
17-25	Female	S1	No	Education	Entrepreneur	Entrepreneur	Yes	Believe	Yes	Jawa Barat	Ilmu Sosial dan Politik	Yes	< 2
17-25	Male	S1	Yes	Agriculture,HumanSociety,Youth	Professor	Professor	Maybe	Believe	Yes	Riau	Sains	Yes	5-7
17-25	Male	S1	No	Bureaucracy,Education	Entrepreneur	Entrepreneur	Maybe	Believe	Yes	Jawa Barat	geograf	Yes	5-7
17-25	Female	S2	No	Technology	Professional	Professional	No	Paper,Politics,Bureaucracy	Yes	Jawa Barat	Teknik	Yes	2-5
26-30	Male	S2	Yes	Education,Agriculture,HumanSociety	Professor	Professor	Yes	Bureaucracy	Yes	Jawa Tengah	Teknik	Yes	< 2
17-25	Female	S2	Yes	Education	Birokrat	Birokrat	Yes	Politics,Communication,Bureaucracy	Yes	Jawa Timur	HumanSocietyiora	Yes	> 7
17-25	Male	S2	Yes	Crime,Limited job,Bureaucracy,Education,Health,PoliticsLaw,Agriculture,Energy,Natural resources,Defense, Technology	Entrepreneur	Entrepreneur	Maybe	Realistic,Paper,Politics,Alone,Bureaucracy,	Yes	DKI Jakarta	Teknik	Yes	< 2
17-25	Male	S2	Yes	Culture	Entrepreneur	Entrepreneur	Yes	,Timing	Yes	Jawa Timur	Sistem Informasi/ Komputer	Yes	2-5
26-30	Female	S1	Yes	Bureaucracy,Education,Youth	Professor	Professor	Maybe	Believe	Yes	Jawa Timur	Teknik	Yes	2-5
26-30	Male	S2	Yes	Crime,Education,Gender equality,Energy,Defense,HumanSociety,Macroeconomics,Microeconomics,Technology,Youth,	Professor	Professor	Maybe	Politics,Capital,Bureaucracy	Yes	Jawa Barat	Teknik	Yes	> 7
17-25	Male	S1	Yes	Education,Media,Microeconomics,Youth	Professional	Professional	Yes	Politics,Bureaucracy,Timing	Yes	Jawa Barat	Seni/ Desain/ Media	Yes	> 7
17-25	Female	S1	Yes	Education,PoliticsLaw,Energy,HumanSociety,Youth	Entrepreneur	Entrepreneur	Yes	Paper,Politics,Alone,Capital	Yes	Jawa Barat	Ekonomi	Yes	< 2
17-25	Male	S1	No	Technology	Professor	Professor	Maybe	Bureaucracy	Yes	Nusa Tenggara Barat	Pendidikan	Yes	2-5
17-25	Female	S1	No	Limited job,Bureaucracy,Education,Health,Gender equality,PoliticsLaw,HumanSociety,Media,Youth	Birokrat	Birokrat	Yes	Believe	Yes	Jawa Timur	Sains	Yes	
17-25	Female	D3	No	Education	Professor	Professor	Maybe	Believe	Yes	Jawa Timur	Kedokteran	Yes	5-7
17-25	Male	S1	Yes	Education,Youth	Professional	Professional	Maybe	Paper	No	DI Yogyakarta	Sains	No	< 2
26-30	Female	S1	No	Education,Health,PoliticsLaw	Activist	Activist	Yes	Family,Bureaucracy,Timing,Inside	Yes	Sulawesi Selatan	Pendidikan	Yes	< 2
17-25	Female	S1	No	Crime,Bureaucracy,Education,PoliticsLaw,Agriculture,Energy,Media,Technology	Entrepreneur	Entrepreneur	Maybe	Believe,Timing	Yes	DKI Jakarta	Seni/ Desain/ Media	Yes	2-5
17-25	Female	S1	No	Limited job,Bureaucracy,Agriculture,Energy,Technology	Birokrat	Birokrat	Yes	Realistic,Alone,Bureaucracy	Yes	Jawa Barat	Teknik	Yes	> 7
26-30	Male	S1	Yes	Crime,Education,Health,PoliticsLaw,Agriculture,HumanSociety,Media,Youth	Birokrat	Birokrat	Yes	Believe	Yes	DKI Jakarta	Ekonomi	Yes	2-5
17-25	Female	S1	No	Limited job,Agriculture	Birokrat	Birokrat	Yes	Believe	Yes	DI Yogyakarta	Ekonomi	Yes	2-5
17-25	Male	S1	No	Education,PoliticsLaw,Energy,Technology,Youth	Professor	Professor	Yes	Paper,Politics,Bureaucracy	Yes	Kalimantan Barat	Teknik	Yes	2-5
17-25	Female	S1	No	Bureaucracy,Education,Media,Macroeconomics,Microeconomics,Technology,Youth	Professor	Professor	Yes	Bureaucracy	Yes	Kalimantan Barat	Teknik	Yes	2-5
17-25	Male	SMA	No	Limited job,Education,Health,Agriculture	Professor	Professor	Yes	Paper,Politics,Bureaucracy	No	Jawa Tengah	Sains	No	
17-25	Male	S2	Yes	HumanSociety,Media,Youth	Professor	Professor	Maybe	Believe	No	Jawa Tengah	Sains	No	
17-25	Male	SMA	No	Health	Professional	Professional	Yes	Alone	Yes	DI Yogyakarta	Kedokteran	Yes	< 2
17-25	Female	S2	No	Limited job,Education,Youth	Birokrat	Birokrat	Yes	Believe	Yes	Sumatera Utara	Ekonomi	Yes	< 2
17-25	Female	S1	No	Limited job,Education,PoliticsLaw	Professor	Professor	Maybe	Paper,Bureaucracy	Yes	DKI Jakarta	Teknik	Yes	2-5
17-25	Female	S1	No	Crime,Bureaucracy,Education,Media	Professor	Professor	Yes	Politics	Yes	Sumatera Utara	Hubungan Internasional	Yes	2-5
17-25	Female	S1	No	Crime,Limited job,Bureaucracy,Education,Health,PoliticsLaw,Agriculture,Energy,Natural resources,Defense, Media	Birokrat	Birokrat	Yes	Believe	Yes	DI Yogyakarta	Pendidikan	Yes	< 2
26-30	Male	S1	No	Health	Entrepreneur	Entrepreneur	Maybe	Bureaucracy	Yes	Papua Barat	Sastra	Yes	> 7
17-25	Male	S1	No	Infrastructure	Entrepreneur	Entrepreneur	Yes	Paper,Politics,Alone	Yes	Jawa Barat	Pertanian	Yes	< 2
17-25	Male	S1	No	Crime,Limited job,Education,HumanSociety,Media,Technology,Youth	Birokrat	Birokrat	Yes	Alone,Inside	Yes	Jawa Barat	Sains	Yes	2-5
17-25	Male	S1	No	Limited job,Bureaucracy,Education,Defense,Microeconomics	Professional	Professional	Maybe	Politics,Communication,Bureaucracy	Yes	DKI Jakarta	Sistem Informasi/ Komputer	Yes	< 2
17-25	Male	S1	No	Crime,Limited job,Education,Media,Technology,Youth	Professor	Professor	Yes	Politics	Yes	Nusa Tenggara Barat	Ilmu Sosial dan Politik	Yes	2-5
17-25	Male	S1	No	Limited job,Education,Health,Media	Professional	Professional	Maybe	Inside	Yes	Jawa Timur	perikanan	Yes	> 7
26-30	Male	S1	No	Bureaucracy,Education,Energy,Natural resources,Defense,Technology,Youth	Professor	Professor	Yes	Paper,Timing	Yes	Sulawesi Selatan	Ilmu Sosial dan Politik	No	5-7
17-25	Male	SMA	No	Education,Youth	Professor	Professor	Maybe	Alone	Yes	Sumatera Utara	Teknik	Yes	2-5
17-25	Female	S1	No	Limited job,Bureaucracy,Education,Health,Media	Entrepreneur	Entrepreneur	Yes	Realistic,Politics,Alone	Yes	DKI Jakarta	Komunikasi kreatif	Yes	< 2
26-30	Male	S1	No	Technology,Technology	Birokrat	Birokrat	Yes	Believe	Yes	Sumatera Utara	Ekonomi	Yes	< 2
17-25	Male	S1	Yes	Crime,Education,Media,Technology,Youth	Birokrat	Birokrat	Yes	Believe	Yes	DI Yogyakarta	Hubungan Internasional	Yes	< 2
17-25	Female	S1	No	Agriculture	Entrepreneur	Entrepreneur	Yes	Bureaucracy	Yes	Jawa Barat	Pendidikan	Yes	< 2
17-25	Male	S1	No	Education	Professional	Professional	Yes	Politics,Bureaucracy	Yes	Sulawesi Selatan	Pendidikan	Yes	5-7
17-25	Female	S1	Yes	Education	Professor	Professor	Yes	Inside	Yes	DKI Jakarta	Sistem Informasi/ Komputer	Yes	< 2
17-25	Male	S1	No	Defense	Professor	Professor	Yes	Bureaucracy	No	Nusa Tenggara Barat	Hukum	No	
26-30	Male	d3	No	Crime,Limited job,Education,Health,PoliticsLaw	Professor	Professor	Yes	Politics,Communication,Bureaucracy,Inside	Yes	Jawa Tengah	Teknik	Yes	< 2
26-30	Male	S2	No	Limited job,Education,Health	Professor	Professor	Yes	Communication	Yes	Aceh	Pendidikan	Yes	2-5
35+	Female	S2	Yes	Sport	Professor	Professor	Yes	Politics,Bureaucracy	Yes	Jawa Timur	Pendidikan	Yes	< 2
26-30	Male	S1	No	Limited job	Professional	Professional	Maybe	Alone,Capital	Yes	DKI Jakarta	Sistem Informasi/ Komputer	Yes	> 7
17-25	Female	S1	No	Education,Agriculture,HumanSociety	Birokrat	Birokrat	Yes	Believe	Yes	Jawa Tengah	Kesehatan	Yes	< 2
26-30	Male	S2	Yes	Education,Health	Professional	Professional	Yes	Believe	Yes	DKI Jakarta	Teknik	Yes	2-5
17-25	Female	S1	Yes	Crime,Limited job,Education,Health,PoliticsLaw,Energy,Natural resources,Defense,HumanSociety,Media, Youth	Entrepreneur	Entrepreneur	Yes	Paper	Yes	Jawa Barat	Ekonomi	Yes	5-7
17-25	Male	SMA	No	Crime,Youth	Entrepreneur	Entrepreneur	Yes	Family,Alone,Capital,Communication,Timing,	Yes	Jawa Tengah	Ekonomi	Yes	2-5
17-25	Female	S1	No	Limited job,Technology	Professional	Professional	Yes	Communication	No	Jawa Barat	Sistem Informasi/ Komputer	Yes	
17-25	Male	S1	Yes	Limited job,Bureaucracy,Education,Health	Professor, Entrepreneur	Professor, Entrepreneur	Yes	Politics	Yes	DKI Jakarta	Teknik	Yes	2-5
17-25	Female	SMA	No	Crime,Education,Gender equality,Microeconomics,Youth	Birokrat	Birokrat	Yes	Bureaucracy	Yes	Jawa Tengah	Ekonomi	Yes	5-7
26-30	Female	S1	Yes	Education,HumanSociety,Macroeconomics,Youth	Professor	Professor	Yes	Alone,Capital	Yes	DI Yogyakarta	Kedokteran	Yes	2-5
17-25	Female	S1	No	Technology	Entrepreneur	Entrepreneur	Yes	Paper,Politics,Family,Capital,Communication,Inside	Yes	Sumatera Utara	Ekonomi	Yes	2-5
26-30	Female	S2	Yes	Education	Professor	Professor	Maybe	Believe	No	Jawa Barat	Farmasi	Yes	< 2
26-30	Female	S1	Yes	Bureaucracy,Education,Health,Media,Youth	Professional	Professional	Yes	Communication	Yes	DI Yogyakarta	HumanSocietyiora	Yes	< 2
26-30	Female	S1	No	Limited job,Health,Agriculture	Professional	Professional	Yes	Bureaucracy	Yes	DKI Jakarta	psikologi	Yes	< 2
17-25	Female	S1	Yes	Crime,Bureaucracy,Education,Media	Entrepreneur	Entrepreneur	Yes	Believe	Yes	DKI Jakarta	Psikologi	Yes	5-7
31-35	Male	S1	No	Education,Youth	Birokrat	Birokrat	Yes	Alone,Capital	Yes	Sulawesi Selatan	Ilmu Sosial dan Politik	Yes	> 7
17-25	Male	S1	No	Crime	Professor	Professor	Yes	Capital	Yes	Papua Barat	Sains	Yes	> 7
17-25	Female	S1	No	Crime,Limited job,Bureaucracy,Education,Health,Gender equality,PoliticsLaw,Agriculture,Energy,Natural resources, Defense	Entrepreneur	Entrepreneur	Yes	Believe,Realistic,Paper,Bureaucracy,Timing,	Yes	Maluku Utara	Kesehatan	Yes	2-5
17-25	Female	S1	Yes	PoliticsLaw	Professor	Professor	Maybe	Believe,Capital	Yes	DI Yogyakarta	Teknik	Yes	< 2
17-25	Male	S1	Yes	Bureaucracy,Education,PoliticsLaw	Entrepreneur	Entrepreneur	Yes	Paper	Yes	Jawa Tengah	Sistem Informasi/ Komputer	Yes	< 2
17-25	Male	S2	Yes	Gender equality,PoliticsLaw,Defense,Youth	Entrepreneur	Entrepreneur	Yes	Paper,Alone,Communication	Yes	DI Yogyakarta	Teknik	Yes	5-7
17-25	Male	S1	No	Limited job,Education,Youth	Entrepreneur	Entrepreneur	Maybe	Bureaucracy	Yes	Jawa Tengah	Teknik	Yes	2-5
17-25	Female	S1	No	Youth,Sport	Professor	Professor	Yes	Bureaucracy	Yes	Sumatera Utara	Pendidikan	Yes	< 2
17-25	Male	S1	Yes	Crime,Limited job,Bureaucracy,Education,Media,Technology,Youth	Birokrat	Birokrat	Maybe	Family,Alone	Yes	Bali	Teknik	Yes	> 7
17-25	Male	S1	Yes	Crime,Limited job,Bureaucracy,Education,Health,PoliticsLaw,Defense,Defense,HumanSociety,Media, Youth	Professor	Professor	Yes	Believe	Yes	Riau	Pendidikan	Yes	2-5
17-25	Male	S1	Yes	Limited job,Education,Energy	Entrepreneur	Entrepreneur	Yes	Paper	Yes	DI Yogyakarta	Bisnis	Yes	2-5
17-25	Female	SMA	No	Bureaucracy	Professor	Professor	Maybe	Believe	Yes	Bengkulu	Kedokteran	Yes	> 7
17-25	Male	S2	Yes	Education,Gender equality,Energy,Media,Technology	Entrepreneur	Entrepreneur	Maybe	Alone,Capital	Yes	DKI Jakarta	Teknik	Yes	> 7
17-25	Male	S1	Yes	Crime,Bureaucracy,Education,HumanSociety	Professional	Professional	Yes	Timing	Yes	Lampung	Sistem Informasi/ Komputer	Yes	5-7
17-25	Male	S1	Yes	Technology	Entrepreneur	Entrepreneur	Maybe	Believe,Timing	Yes	Jawa Barat	Pendidikan	Yes	5-7
17-25	Female	SMA	No	HumanSociety,HumanSociety	Professor	Professor	Maybe	Paper	Yes	Jawa Timur	Sains	Yes	2-5
17-25	Female	SMA	No	Bureaucracy	Professor	Professor	Maybe	Politics,Capital	Yes	Jawa Timur	Sains	Yes	2-5
17-25	Female	S1	Yes	Limited job,Education,Agriculture,Energy,Defense,Defense,Media,Macroeconomics	Professor	Professor	Yes	Capital,Bureaucracy	Yes	Jawa Timur	Hubungan Internasional	Yes	< 2
17-25	Female	SMA	No	Education,Health	Birokrat	Birokrat	No	Politics,Communication,No idea,Inside	Yes	Jawa Timur	Sains	Yes	> 7
17-25	Female	SMA	No	Limited job,HumanSociety	Entrepreneur	Entrepreneur	Yes	Believe	Yes	Jawa Timur	Pendidikan	Yes	2-5
17-25	Male	SMA	No	HumanSociety	Professional	Professional	Yes	Politics,Bureaucracy	Yes	Jawa Timur	Sains	Yes	2-5
17-25	Male	S1	No	Education,Agriculture,Defense,Youth	Entrepreneur	Entrepreneur	Yes	Alone	Yes	Jawa Tengah	Teknik	No	
26-30	Male	S1	No	Limited job,Education,Energy,Youth	Entrepreneur	Entrepreneur	Yes	Politics	Yes	Jawa Tengah	pertanian	Yes	2-5
17-25	Female	SMA	No	Limited job,Health,Agriculture	Professional	Professional	Yes	Paper	Yes	Jawa Barat	Kedokteran	Yes	2-5
17-25	Male	S1	Yes	Health	Professor	Professor	Yes	Politics	Yes	Nusa Tenggara Barat	Ekonomi	Yes	> 7
17-25	Female	S1	Yes	Limited job,Bureaucracy,Education,Health	Birokrat	Birokrat	Yes	Realistic	Yes	Sumatera Utara	Hubungan Internasional	Yes	< 2
26-30	Female	S1	No	Crime,Limited job,Bureaucracy,Education,Health,Macroeconomics,Microeconomics	Professional	Professional	Yes	Believe,Bureaucracy	Yes	Jawa Barat	Seni/ Desain/ Media	Yes	2-5
26-30	Male	S2	No	Education	Entrepreneur	Entrepreneur	Yes	Believe	Yes	Banten	Kedokteran	Yes	< 2
17-25	Female	S1	Yes	Limited job,Health	Professor	Professor	Maybe	Believe	Yes	Jawa Barat	Psikologi budaya, psikologi kognitif, bahasa	Yes	2-5
35+	Male	S3	No	Crime,Education,Health,Gender equality,Youth	Professor	Professor	Yes	Politics,Family,Communication	Yes	Jawa Tengah	Pendidikan	Yes	2-5
17-25	Male	S1	Yes	Health,Gender equality,Youth	Professor	Professor	Yes	Realistic,Capital	Yes	DKI Jakarta	Sains	Yes	2-5
35+	Female	S2	No	Education	Professor	Professor	Yes	Bureaucracy	Yes	DKI Jakarta	Ekonomi	Yes	< 2
26-30	Female	S2	No	Technology	Professional	Professional	Yes	Believe	Yes	DKI Jakarta	Seni/ Desain/ Media	Yes	2-5
31-35	Male	S2	Yes	CreativeTourism	Entrepreneur	Entrepreneur	Yes	Bureaucracy,Timing	Yes	DKI Jakarta	Ekonomi	Yes	< 2
17-25	Female	S1	No	Crime,Limited job,Bureaucracy,Education	Entrepreneur	Entrepreneur	Yes	Inside	Yes	DKI Jakarta	Hukum	Yes	< 2
17-25	Female	SMA	No	Health	Professor	Professor	Yes	Communication	Yes	DKI Jakarta	Pendidikan	Yes	2-5
17-25	Male	S1	No	Natural resources	Professional	Professional	Yes	Politics,Alone,Communication,Bureaucracy	Yes	DKI Jakarta	Sistem Informasi/ Komputer	Yes	< 2
26-30	Male	S1	No	Health	Professional	Professional	Maybe	Alone	Yes	Sumatera Utara	Teknik	Yes	2-5
