age	gender	education	studyabroad	problem	contribution	optimistic	fear	eastdev	origin	background	ruraldevplus	duration
17-25	Male	S1	No	Macroeconomics	Professional	Yes	Believe	Yes	DKI Jakarta	Teknik	Yes	2-5
17-25	Male	S1	No	Education,Macroeconomics,Youth	Entrepreneur	Yes	No idea	Yes	DKI Jakarta	Teknik	Yes	2-5
26-30	Male	S1	No	Limited job,Microeconomics	Entrepreneur	Yes	Realistic,Politics,Bureaucracy,Timing,Inside,	Yes	Sumatera Utara	Sistem Informasi/ Komputer	Yes	5-7
17-25	Female	S1	Yes	Limited job,Education,Youth	Professor	Yes	Alone,Bureaucracy	Yes	Jawa Timur	Pendidikan	Yes	2-5
17-25	Female	SMA	No	Media	Entrepreneur	Yes	Realistic	Yes	Jawa Barat	Teknik	Yes	5-7
31-35	Male	S1	No	Crime,Limited job,Education	Professor	Yes	Communication	Yes	Bangka Belitung	Ekonomi	Yes	2-5
17-25	Female	S1	No	Education,Health,Gender equality,Youth	Activist	Yes	Believe	Yes	DKI Jakarta	Ilmu Sosial dan Politik	Yes	2-5
17-25	Female	S1	No	Limited job,Education,Health,Microeconomics,Technology,Youth	Professional	Maybe	Alone,Bureaucracy	Yes	DKI Jakarta	Teknik	Yes	2-5
17-25	Female	SMA	No	Bureaucracy,Education,Gender equality,Macroeconomics	Professor	No	Politics	Yes	Riau	Sains	Yes	> 7
17-25	Female	S1	No	Education,Gender equality,Youth	Professor	Yes	Capital	Yes	Jawa Barat	Ekonomi	Yes	2-5
17-25	Female	S1	No	Crime,PoliticsLaw,Defense	Professor	Yes	Bureaucracy	Yes	Jawa Tengah	Ekonomi	Yes	2-5
17-25	Female	SMA	No	Crime,Limited job,Education,PoliticsLaw	Professor	Yes	Paper,Family,Alone,Capital,Timing,	Yes	DKI Jakarta	Kesehatan	Yes	2-5
26-30	Female	S1	No	Crime,Limited job,Education,PoliticsLaw	Entrepreneur	Yes	Politics,Family,Alone,Capital	Yes	DKI Jakarta	Teknik	Yes	< 2
26-30	Female	S1	No	Bureaucracy,Education,Agriculture,HumanSociety	Entrepreneur	Yes	Believe	Yes	DKI Jakarta	Teknik	Yes	< 2
26-30	Male	S1	No	Limited job,Media,Technology	Entrepreneur	Yes	Alone,Communication,Timing	Yes	DKI Jakarta	Seni/ Desain/ Media	Yes	2-5
17-25	Female	D3	No	Limited job,Agriculture,Microeconomics	Professional	Yes	Alone	Yes	DKI Jakarta	Kesehatan	Yes	< 2
17-25	Female	S1	No	Crime,Education,PoliticsLaw	Professor	Yes	Realistic,Capital,Communication	Yes	Sumatera Utara	Ekonomi	Yes	2-5
26-30	Male	SMA	No	Limited job,Gender equality,Youth	Activist	Yes	Realistic	Yes	Jawa Timur	Teknik	No
17-25	Male	S1	No	Youth	Professor	Yes	Politics	Yes	Jawa Barat	Pendidikan	Yes	2-5
17-25	Female	S1	No	Education	Professional	Yes	Politics,Alone,Communication,Bureaucracy	Yes	Jawa Barat	Seni/ Desain/ Media	Yes	2-5
17-25	Male	S1	No	Limited job,Education,Health,Natural resources,Defense,Defense	Professional	Yes	Believe	Yes	DKI Jakarta	HumanSocietyiora	Yes	2-5
17-25	Male	S1	No	Crime,Limited job,Bureaucracy,Education,Health,PoliticsLaw,Agriculture,Media,Macroeconomics,Microeconomics,	Entrepreneur	Yes	Believe	Yes	Jawa Timur	Ekonomi	Yes	2-5
17-25	Male	S1	No	Youth	Birokrat	Yes	Realistic,Paper,Alone	Yes	Kepulauan Riau	Pendidikan	Yes	< 2
17-25	Male	S1	No	Youth	Birokrat	Yes	Capital,Bureaucracy	Yes	Kepulauan Riau	Pendidikan	Yes	< 2
17-25	Male	S1	No	Health	Birokrat	Yes	Alone	Yes	Jawa Barat	Teknik	Yes	> 7
17-25	Male	S1	No	Education,Agriculture	Professional	Yes	Realistic,Paper,No idea,Bureaucracy	Yes	Jawa Timur	Sains	Yes	> 7
17-25	Male	SMA	No	Education,Agriculture	Professional	Maybe	Realistic,Communication	Yes	Jawa Tengah	Ekonomi	Yes	2-5
17-25	Male	SMA	No	Education	Birokrat	Yes	Realistic,Paper	Yes	Jawa Tengah	Sains	Yes	> 7
26-30	Female	S1	Yes	Bureaucracy,Education	Activist	Yes	Alone,Timing	Yes	Riau	Pendidikan	Yes	> 7
26-30	Male	S1	No	Crime,Limited job,Bureaucracy,Education,Health,Gender equality,PoliticsLaw,Agriculture,Energy,Natural resources, Defense	Entrepreneur	Yes	Believe	Yes	Jawa Timur	Sistem Informasi/ Komputer	Yes	< 2
26-30	Female	S2	Yes	Limited job,Education,Media	Professor	Yes	Realistic,Inside	Yes	Sulawesi Selatan	Sains	Yes	> 7
26-30	Female	S1	No	Agriculture,Defense,Media,Youth	Birokrat	Maybe	Paper,Politics,Communication	No	Kalimantan Tengah	Ilmu Sosial dan Politik	No	> 7
26-30	Female	S1	No	Microeconomics	Birokrat	No	Politics,Bureaucracy	Yes	Kalimantan Timur	Teknik	Yes	< 2
17-25	Male	S1	No	Bureaucracy,Education	Professor	Yes	Believe	Yes	Sumatera Barat	Sains	No	2-5
17-25	Male	S1	No	Bureaucracy,Education	Professor	Yes	Believe	Yes	Sumatera Barat	Sains	No	2-5
17-25	Male	S1	Yes	Bureaucracy,Agriculture,Energy,Natural resources,Defense,Defense	Professional	Yes	Alone,Capital,Communication,Bureaucracy	Yes	Jawa Tengah	Sistem Informasi/ Komputer	Yes	2-5
26-30	Female	S2	No	Limited job,Bureaucracy,Education,Agriculture,Energy,Technology	Birokrat	Yes	Believe	No	Kepulauan Riau	Sistem Informasi/ Komputer	Yes	< 2
17-25	Female	SMA	No	Agriculture,Media,Macroeconomics,Microeconomics	Professor	Yes	Believe	Yes	Banten	Teknik	Yes	2-5
17-25	Female	S1	No	Natural resources,Defense,Technology	Professional	Yes	Believe	Yes	Jawa Barat	Kesehatan	Yes	5-7
17-25	Male	S1	No	Education,Health,Gender equality,Agriculture,Technology	Professional	Yes	Paper,Communication,Timing	Yes	DKI Jakarta	Seni/ Desain/ Media	Yes	> 7
17-25	Female	SMA	No	Crime,Limited job,Bureaucracy,Education,Agriculture,Energy,Natural resources,Media,Youth	Entrepreneur	Yes	No idea	Yes	Jawa Barat	Ekonomi	Yes	> 7
17-25	Male	S1	No	Education	Professor	Yes	Alone,No idea	Yes	Nusa Tenggara Barat	Peternakan	Yes	< 2
26-30	Male	S1	No	Crime,Bureaucracy,Education,Gender equality,PoliticsLaw,Energy,Natural resources,Defense,Media,Youth,	Professor	Yes	Family	Yes	Nusa Tenggara Barat	Peternakan	Yes	< 2
17-25	Female	SMA	Yes	Crime,PoliticsLaw,Defense,Defense,Technology	Professor	Yes	Realistic,Communication	Yes	Jawa Tengah	Teknik	Yes	5-7
17-25	Female	S1	No	Education,Gender equality,Natural resources,Defense,Technology	Professional	Yes	Communication	Yes	Jawa Tengah	Psikologi	Yes	2-5
17-25	Male	SMA	No	Energy,Defense	Professor	Maybe	Paper	Yes	DI Yogyakarta	Teknik	Yes	> 7
17-25	Male	S1	No	Education,Health,Media,Youth	Professional	Yes	Alone,Capital	Yes	DI Yogyakarta	Teknik	Yes	2-5
17-25	Male	S1	No	Youth,Culture	Professional	Yes	Believe	Yes	DI Yogyakarta	Teknik	Yes	> 7
17-25	Male	SMA	No	Limited job,Education,Youth	Professional	Maybe	Believe	No	DKI Jakarta	Sains	No
17-25	Female	SMA	No	Agriculture	Birokrat	Yes	Politics,Alone,Capital	Yes	Lampung	Ekonomi	Yes	< 2
17-25	Female	SMA	No	Education,Health,PoliticsLaw	Professor	Yes	Believe	Yes	DKI Jakarta	Sains	Yes	2-5
17-25	Female	SMA	No	Limited job,Energy	Professional	Maybe	Paper,Alone,Capital	No	Jawa Barat	Teknik	Yes	< 2
17-25	Female	S1	Yes	Technology	Entrepreneur	Maybe	Realistic	Yes	Jawa Timur	Kesehatan	Yes	2-5
17-25	Female	S1	No		Professional	Maybe	Realistic	Yes	Sumatera Barat	Kedokteran	Yes	> 7
17-25	Male	SMA	No	Education,Macroeconomics,Microeconomics	Professional	Maybe	Politics	Yes	DKI Jakarta	Ekonomi	Yes	< 2
17-25	Female	S1	No	Education,Health,Gender equality,Media,Youth	Entrepreneur	Yes	Family,Alone,Communication	Yes	DKI Jakarta	HumanSocietyiora	Yes	2-5
17-25	Male	S2	No	Crime,Education	Professor	Maybe	Communication	Yes	Jawa Timur	Hukum	Yes	2-5
17-25	Female	S1	No	Education,Health	Professional	Yes	Politics,Alone,Bureaucracy	Yes	Sumatera Utara	Hukum	Yes	> 7
17-25	Male	S1	No	Education,Health,Gender equality,Youth	Professor	Yes	Communication	Yes	Sulawesi Tengah	Ilmu Sosial dan Politik	Yes	< 2
17-25	Female	S1	No	Crime,Limited job,Media,Youth	Professor	Yes	Alone	Yes	Jawa Barat	Teknik	Yes	5-7
26-30	Male	S1	No	Limited job	Birokrat	Yes	Alone	Yes	Jawa Barat	Ekonomi	Yes	5-7
26-30	Male	S2	Yes	Crime,PoliticsLaw	Professor	Yes	Alone	Yes	Jawa Barat	Ilmu Sosial dan Politik	Yes	< 2
31-35	Female	S1	No	Crime,Bureaucracy,Education,Health,PoliticsLaw,Agriculture,Energy,Natural resources,Defense,Defense, Macroeconomics	Birokrat	Yes	Family,Communication,Bureaucracy	Yes	Papua	Pendidikan	Yes	> 7
26-30	Female	S2	No	Limited job,Education,Natural resources,HumanSociety,Macroeconomics	Birokrat	Yes	Paper,Capital	Yes	Sumatera Utara	Pendidikan	Yes	2-5
17-25	Female	S1	No	Limited job,Education,Health,Gender equality	Professional	Yes	Politics	Yes	Aceh	Teknik	Yes	5-7
17-25	Female	SMA	No	Bureaucracy,Macroeconomics	Professor	Yes	Realistic,Politics	Yes	Jawa Timur	Pendidikan	Yes	< 2
17-25	Female	SMA	No	Education,Media	Professor	Yes	Paper	Yes	Jawa Timur	Pendidikan	Yes	2-5
17-25	Male	S1	Yes	Crime,Limited job,Education	Professional	Yes		Yes	Jawa Tengah	Teknik	Yes	< 2
17-25	Female	S1	No	Crime,HumanSociety,Media	Professional	Yes	Bureaucracy	No	DKI Jakarta	Teknik	No
17-25	Female	S1	No	Defense	Professional	Yes	Inside	Yes	Jawa Tengah	Pendidikan	Yes	2-5
17-25	Female	S1	No	Limited job,Education,Gender equality,HumanSociety,Media,Youth	Entrepreneur	Yes	Realistic,Politics,Alone,Communication,No idea,Inside	Yes	Jawa Barat	Ekonomi	Yes	< 2
17-25	Male	S1	No	Education	Professor	Yes	Paper,Capital,Communication	Yes	Sulawesi Utara	Ekonomi	Yes	> 7
17-25	Male	S1	No	Education,Youth	Professor	Yes	Capital,Communication	Yes	Sulawesi Selatan	Sistem Informasi/ Komputer	Yes	2-5
26-30	Female	S1	No	Education	Professional	Yes	Believe	Yes	Sumatera Selatan	Kedokteran	Yes	2-5
17-25	Female	S1	No	Bureaucracy,Education,Microeconomics	Professional	Yes	Politics,Communication,Timing	Yes	Bali	Ekonomi	Yes	< 2
17-25	Female	S2	No	Crime	Professor	Yes	Alone,Inside	Yes	Nusa Tenggara Timur	Psikologi	Yes	2-5
26-30	Female	S2	No	Bureaucracy,Education,Technology	Professional	Yes	Believe	Yes	Jawa Timur	Hukum	Yes	2-5
26-30	Male	S1	No	Health	Entrepreneur	Yes	Communication	Yes	Nusa Tenggara Barat	Teknik	Yes	2-5
17-25	Female	S1	No	Bureaucracy,PoliticsLaw,Media,Macroeconomics	Professional	Maybe	Believe,Realistic,Politics,Alone,Bureaucracy,	Yes	Jawa Timur	Ekonomi	Yes	< 2
26-30	Female	S2	Yes	Education,Gender equality,Youth	Entrepreneur	Yes	Paper	Yes	Jawa Barat	Seni dan Budaya	Yes	2-5
26-30	Female	S1	No	Crime,Education,PoliticsLaw,Agriculture,Energy,Natural resources,Defense,Defense,HumanSociety,Media, Microeconomics	Professional	Maybe		Yes	Sumatera Barat	Teknik	Yes	2-5
17-25	Female	S1	No	Limited job,Energy	Professional	Yes	Realistic,Communication	Yes	DKI Jakarta	Hubungan Internasional	Yes	2-5
26-30	Male	S3	Yes	PoliticsLaw,Macroeconomics	Professional	Yes	Realistic,Communication	No	DKI Jakarta	Teknik	No
26-30	Female	S1	No	Limited job,Education,Microeconomics,Youth,Culture	Entrepreneur	Maybe	Capital	Yes	DKI Jakarta	Ekonomi	Yes	5-7
17-25	Female	S1	No	Education,Health,Gender equality,Youth	Professional	Maybe	Believe	Yes	Bali	Ekonomi	Yes	2-5
17-25	Male	SMA	No	Bureaucracy,Education,Energy,Natural resources,Defense,Technology	Professional	Yes	Believe	Yes	Kepulauan Riau	Ilmu Sosial dan Politik	Yes	2-5
17-25	Female	S1	No	Crime,Limited job,Microeconomics,Technology	Professor	Yes	Paper,Alone,Communication,Timing,Inside,	Yes	DKI Jakarta	Teknik	Yes	2-5
17-25	Male	S1	No	Crime,Limited job,Bureaucracy,Education,Health,Gender equality,HumanSociety,Media,Macroeconomics,Microeconomics,	Professor	Yes	Paper,Alone,Communication,Timing,Inside,	No	Jawa Tengah	Teknik	Yes	2-5
17-25	Male	SMA	No	Crime,Limited job,Bureaucracy,Education,Health,PoliticsLaw,Agriculture,Energy,Natural resources,Media, Microeconomics	Entrepreneur	Yes	Capital,Communication,Inside	Yes	Sulawesi Selatan	Pendidikan	Yes	2-5
31-35	Male	S3	Yes	Limited job,Education,Energy,Technology	Professor	Maybe	Believe,Realistic	Yes	Kalimantan Timur	Ilmu Sosial dan Politik	Yes	> 7
31-35	Male	S2	Yes	Limited job,Education,Media,Technology,Youth	Professional	No	Realistic,Alone,Inside	No	DKI Jakarta	Teknik	Yes	< 2
26-30	Female	S1	No	Limited job,Education	Entrepreneur	Yes	Believe	Yes	DI Yogyakarta	Teknik	Yes	< 2
17-25	Female	S1	No	Crime,Bureaucracy,Education,Health,PoliticsLaw,Agriculture,Energy,Natural resources,Defense	Professor	Yes	Believe	No	DKI Jakarta	Sains	Yes	< 2
31-35	Male	S1	Yes	Crime,Bureaucracy,PoliticsLaw,Energy,Macroeconomics,Microeconomics	Birokrat	Yes	Realistic,Communication,No idea	Yes	Jawa Timur	Teknik	Yes	< 2
26-30	Female	S2	Yes	Agriculture,Media,Technology	Entrepreneur	Yes	Believe	Yes	Jawa Barat	Seni dan Budaya	Yes	2-5
17-25	Female	S1	No	Education,Youth	Birokrat	Yes	Alone	Yes	Lampung	Sistem Informasi/ Komputer	Yes	< 2
17-25	Female	S1	No	Crime,Bureaucracy,Education,HumanSociety,Macroeconomics,Microeconomics,Technology	Entrepreneur	Yes	Believe	Yes	Jawa Timur	Teknik	Yes	2-5
17-25	Male	S2	No	Limited job,Education,Gender equality,Youth	Professor, Birokrat	Yes	Believe	Yes	Jawa Timur	HumanSocietyiora	Yes	2-5
17-25	Female	S1	No	Bureaucracy,Health,Gender equality,Media	Professor	Yes	Believe,Alone,Communication	Yes	DI Yogyakarta	Teknik	Yes	< 2
17-25	Male	S1	Yes	Crime,Limited job,Education,HumanSociety,Youth	Entrepreneur	Yes	Realistic,Alone	No	DKI Jakarta	Teknik	Yes	< 2
17-25	Male	S2	No	Education,PoliticsLaw,Energy,Natural resources,Defense,Defense,Media	Professor	Yes	Alone	Yes	Jawa Timur	Teknik	Yes	< 2
17-25	Male	S2	No	Education,Natural resources,Technology,Youth	Professor	Yes	Communication	Yes	Jawa Timur	Teknik	Yes	< 2
17-25	Female	D3	Yes	Energy,Defense,Technology,Youth	Activist	Maybe	Alone	Yes	DKI Jakarta	Sastra	Yes	2-5
17-25	Male	SMA	No	Energy,Defense,Technology,Youth	Entrepreneur	Yes	Paper,Capital	Yes	Kalimantan Timur	Ilmu Sosial dan Politik	Yes	2-5
17-25	Male	S1	No	Crime,Youth	Professional	Maybe	Realistic,Paper,Capital	Yes	Kalimantan Timur	Ekonomi	Yes	2-5
17-25	Male	S1	No	Education,PoliticsLaw,Youth	Professional	Yes	Capital	Yes	Jawa Timur	Teknik	Yes	> 7
17-25	Male	S1	Yes	Education	Birokrat	Yes	Believe	Yes	Kalimantan Utara	Ilmu Sosial dan Politik	Yes	< 2
17-25	Female	S1	Yes	Energy	Birokrat	Yes	Realistic,Politics,Communication	Yes	Jawa Timur	Ilmu Sosial dan Politik	Yes	2-5
17-25	Female	SMA	No	Education,Youth	Entrepreneur	No	Realistic	Yes	Kalimantan Timur	Ekonomi	No	5-7
17-25	Male	SMA	No	Energy	Professor	Yes	Believe	Yes	Jawa Barat	Ekonomi	Yes	2-5
17-25	Female	SMA	No	Crime,Limited job,Education,Health,Gender equality,Agriculture,Natural resources,Media,Technology	Entrepreneur	Maybe	Inside	Yes	Kalimantan Timur	Ilmu Sosial dan Politik	Yes	2-5
17-25	Female	S1	No	Youth	Entrepreneur	Yes	Realistic,Family,Alone,Capital	Yes	Kalimantan Utara	Pendidikan	Yes	2-5
17-25	Male	S1	No	Limited job,Education,Health,Media	Birokrat	Yes	Believe	Yes	Kalimantan Timur	Teknik	Yes	2-5
17-25	Female	S1	No	Education	Professor	Maybe	Alone	Yes	Sumatera Selatan	Ilmu Sosial dan Politik	Yes	2-5
17-25	Female	SMA	No	Crime,Limited job,Bureaucracy,Education,Health,PoliticsLaw,Agriculture,Energy,Natural resources,Defense, HumanSociety	Entrepreneur	Yes	Paper	Yes	Kalimantan Timur	Ekonomi	Yes	2-5
17-25	Female	SMA	No	Education	Professional	Maybe	Capital,Communication	Yes	Aceh	Kedokteran	Yes	< 2
17-25	Female	SMA	No	Limited job,Gender equality,Macroeconomics,Microeconomics,Youth	Professor	Yes	Believe,Paper,Alone,Capital,Communication,	Yes	Sulawesi Selatan	Pendidikan	Yes	< 2
17-25	Female	SMA	Yes	Bureaucracy,Health,Gender equality,Defense,Youth	Professional	Yes	Believe	Yes	Aceh	Kedokteran	Yes	5-7
17-25	Female	SMA	Yes	Limited job,Education	Professional	Yes	Realistic,Alone,Communication	Yes	Aceh	Kedokteran	Yes	5-7
17-25	Male	S1	No	Health	Birokrat	Yes	Bureaucracy	Yes	DKI Jakarta	Ekonomi	Yes	5-7
17-25	Male	S1	No	Health	Professor	Yes	Believe	Yes	Aceh	Teknik	Yes	> 7
17-25	Male	SMA	No	Limited job	Birokrat	Yes	Paper,Capital,Bureaucracy	Yes	Nusa Tenggara Timur	Sains	Yes	5-7
17-25	Male	S1	Yes	Energy,Natural resources,Technology	Professor	Yes	No idea	Yes	Banten	Teknik	Yes	2-5
17-25	Female	S2	Yes	Crime,Limited job,Education,PoliticsLaw,Media,Macroeconomics,Microeconomics,Youth	Birokrat	Yes	No idea	Yes	DKI Jakarta	Hubungan Internasional	Yes	2-5
17-25	Male	SMA	No	Education,Natural resources	Professional	Yes	Believe,Capital	Yes	Banten	HumanSocietyiora	Yes	< 2
17-25	Female	SMA	No	Bureaucracy,Education,Gender equality,HumanSociety,Media,Youth	Professional	Yes	Bureaucracy	Yes	Aceh	Sains	Yes	2-5
17-25	Male	SMA	No	Crime,Bureaucracy,Education,PoliticsLaw,HumanSociety,Youth,CreativeTourism	Professor	Yes	Paper	Yes	DKI Jakarta	Teknik	Yes	2-5
17-25	Male	S1	Yes	Agriculture,Defense	Entrepreneur	Yes	Alone	Yes	Aceh	Teknik	Yes	5-7
17-25	Female	S1	No	Technology	Professor	Yes	Paper,Communication,Timing	No	DI Yogyakarta	Teknik	Yes	2-5
17-25	Male	SMA	No	Limited job,Energy	Entrepreneur	Maybe	Realistic	Yes	Sumatera Utara	Ekonomi	Yes	2-5
17-25	Male	SMA	No	Education,Microeconomics,Technology	Entrepreneur	Yes	Paper,Politics,Family,Alone,Capital,	Yes	Jawa Tengah	Pertanian	Yes	2-5
17-25	Male	SMA	No	Natural resources	Professor	Maybe	Timing,Inside	Yes	Sumatera Utara	Kesehatan	Yes	5-7
17-25	Female	S1	No	Limited job,Agriculture,Microeconomics,Youth	Entrepreneur	Yes	Alone	Yes	Jambi	Sains	Yes	< 2
17-25	Female	S1	No	Crime,Limited job,Education,Health,PoliticsLaw,Agriculture,Natural resources	Entrepreneur	Yes	Realistic,Politics,Capital	Yes	Jambi	Sains	Yes	< 2
17-25	Female	S1	No	Limited job	Entrepreneur	Yes	Alone,Capital	Yes	Jambi	Sains	Yes	< 2
26-30	Female	S1	No	Limited job	Entrepreneur	Yes	Capital	Yes	Jawa Timur	Psikologi	Yes	< 2
26-30	Female	S1	No	Limited job	Entrepreneur	Yes	Politics	Yes	DKI Jakarta	Ilmu Sosial dan Politik	Yes	2-5
17-25	Male	S1	No	Limited job,Education,Gender equality,Media,Microeconomics,Youth	Professional	Yes	Alone,Communication,Inside	Yes	Papua	Sains	Yes	> 7
17-25	Female	SMA	No	Education,HumanSociety	Professional	Yes	Communication	Yes	Jawa Barat	Teknik	Yes	2-5
17-25	Male	SMA	No	Education,Agriculture,Energy,Media,Microeconomics,Youth	Entrepreneur	Yes	Paper	Yes	Jawa Barat	Pendidikan	Yes	< 2
26-30	Male	S1	Yes	Crime,Bureaucracy,Education,PoliticsLaw,Natural resources,Media,Microeconomics,Youth	Professional	Yes	Alone	Yes	DKI Jakarta	Hukum	Yes	> 7
17-25	Female	S1	No	Education,Agriculture,Media,Microeconomics,Youth	Professional	Yes	Paper,Alone	Yes	Sumatera Utara	HumanSocietyiora	Yes	< 2
17-25	Male	S1	No	Limited job,Bureaucracy,Education,Health,PoliticsLaw,Agriculture,Energy,Natural resources,Defense,Defense, Technology	Professor	Yes	Believe	Yes	Jawa Tengah	Sains	Yes	2-5
17-25	Male	SMA	No	Education,Energy,Natural resources	Professional	Maybe	Alone	Yes	Jawa Barat	Teknik	Yes	< 2
17-25	Male	S1	No	Limited job	Professional	Yes	Paper,Alone,Capital,Communication	Yes	Kalimantan Timur	Teknik	Yes	< 2
26-30	Male	S2	Yes	Energy,Defense,Defense,Microeconomics	Birokrat	Yes	Politics,Communication	Yes	DI Yogyakarta	Teknik	Yes	2-5
17-25	Female	S1	No	Crime,Limited job,Bureaucracy,Education,Health,Gender equality,PoliticsLaw,Agriculture,Energy,Natural resources,	Professional	No	Politics,Bureaucracy	Yes	Jawa Barat	Kesehatan	Yes	2-5
17-25	Female	S1	No	Limited job,Education,Health,Media,Macroeconomics,Youth	Professional	Yes	Realistic,Paper	No	Jawa Timur	Ilmu Sosial dan Politik	No	5-7
17-25	Female	S1	No	Limited job,Bureaucracy,Education,Gender equality,HumanSociety,Media,Macroeconomics,Technology,Youth	Professional	No	Believe	Yes	Aceh	Seni dan Budaya	Yes	2-5
17-25	Female	S1	No	Education,Health	Entrepreneur	Yes	Believe	Yes	Jawa Tengah	Seni dan Budaya	Yes	< 2
26-30	Female	S1	Yes	Crime,Education,Health,Agriculture	Professor	Yes	Politics,Communication,Bureaucracy,Inside,	No	Jawa Timur	Kesehatan	No	< 2
17-25	Female	S1	No	Bureaucracy,Education	Professor	Yes	Believe	Yes	Jawa Tengah	Kesehatan	Yes	2-5
26-30	Female	S2	No	Youth	Professor	Yes	Realistic	Yes	Jawa Tengah	Pendidikan	Yes	< 2
17-25	Female	S1	No	Crime,Limited job,Bureaucracy,Education,Health,Gender equality,PoliticsLaw,Agriculture,Energy,Natural resources, Defense	Professor	Yes	Paper,Alone,Bureaucracy	Yes	Jawa Barat	Pendidikan	Yes	< 2
26-30	Female	S2	No	Crime,Limited job,Education	Entrepreneur, Professional, Professor	Yes	Believe	Yes	Jawa Barat	Pendidikan	Yes	< 2
17-25	Female	SMA	No	Crime,Limited job,Education	Professor	Yes	Believe	Yes	Jawa Timur	Seni/ Desain/ Media	Yes	2-5
17-25	Female	SMA	No	Education	Professor	Yes	Believe	Yes	Jawa Timur	Seni/ Desain/ Media	Yes	2-5
26-30	Female	S2	No	Bureaucracy,Media	Professor	Yes	Timing	Yes	Nusa Tenggara Barat	Sains	Yes	2-5
26-30	Male	S1	No	Education,Media,Youth	Birokrat	Yes	Believe	Yes	Jawa Barat	Ilmu Sosial dan Politik	Yes	2-5
26-30	Male	S1	No	Education,Media,Youth	Professor	Yes		Yes	Nusa Tenggara Barat	Sains	Yes	5-7
35+	Female	S2	No	Crime,Bureaucracy,Health,PoliticsLaw,Media	Professional	Yes	Believe	Yes	Sulawesi Selatan	Pendidikan	Yes	> 7
17-25	Female	S1	No	Limited job,Education,Technology	Professor	No	Realistic,Timing	No	Jawa Barat	Pendidikan	Yes	< 2
17-25	Female	S1	No	Crime	Professor	No	Paper,Alone	No	Jawa Barat	Pendidikan	Yes	< 2
17-25	Male	S1	Yes	Limited job,Education,Energy,Technology	Entrepreneur	Yes	Paper,Politics,Capital,Communication,Bureaucracy,	Yes	Jawa Timur	Teknik	Yes	2-5
17-25	Male	S1	No	Education,Health	Entrepreneur	Yes	Realistic	Yes	Kalimantan Timur	Teknik	Yes	< 2
17-25	Male	SMA	No	Youth	Entrepreneur	Yes	Paper	Yes	Jawa Barat	Teknik	Yes	2-5
26-30	Female	S2	Yes	Limited job,Education,Media,Technology,Youth	Professor	Yes	Realistic,Politics,Capital,Bureaucracy,Timing,	No	DKI Jakarta	Bisnis	No
31-35	Male	S1	Yes	Health,Agriculture	Entrepreneur	Yes	Paper	Yes	Jawa Barat	Teknik	Yes	5-7
17-25	Female	S1	No	Crime,Limited job,Bureaucracy,Education,Health,Media,Macroeconomics,Microeconomics,Youth	Professor	Maybe	Communication	Yes	DI Yogyakarta	Sains	Yes	2-5
17-25	Female	SMA	No	Crime,Limited job,Agriculture,Microeconomics,Youth	Professional	Yes	Capital	Yes	Kalimantan Timur	Seni/ Desain/ Media	Yes	< 2
17-25	Male	D3	No	Limited job,Education,Youth	Entrepreneur	Yes	Realistic,Paper,Alone,Capital	No	Jawa Barat	Sistem Informasi/ Komputer	Yes	2-5
17-25	Male	S1	No	Crime,Bureaucracy,Gender equality,PoliticsLaw,Agriculture,Energy,Natural resources,Defense,Defense,Macroeconomics,	Professor	Yes	Bureaucracy	Yes	Sulawesi Selatan	Sains	Yes	> 7
17-25	Male	SMA	No	Energy,Natural resources,Defense	Entrepreneur	Yes	Alone	Yes	Sulawesi Selatan	Ekonomi	Yes	< 2
26-30	Male	S1	No	Bureaucracy,Health,Youth	Entrepreneur	Yes	Paper,Alone	Yes	DKI Jakarta	Bisnis	Yes	> 7
26-30	Male	S1	No	Crime,Education,Health,PoliticsLaw,Agriculture,HumanSociety,Youth	Entrepreneur	Yes	Paper,Capital,Communication	Yes	Nusa Tenggara Barat	Sains	Yes	5-7
17-25	Female	S1	Yes	Limited job,Bureaucracy,Energy	Birokrat	Yes	Believe	Yes	Jawa Tengah	Hubungan Internasional	Yes	< 2
17-25	Female	S1	No	Limited job,Education,Gender equality,Agriculture,Youth	Professor	Yes	Realistic	Yes	Sumatera Barat	Kesehatan	Yes	< 2
17-25	Male	S1	Yes	HumanSociety,Media	Professor	Yes	Realistic,Communication,Bureaucracy	Yes	Sulawesi Tengah	Teknik	Yes	2-5
17-25	Female	SMA	No	Limited job,Agriculture,Microeconomics,Youth	Professional	Yes	Believe	Yes	DKI Jakarta	Kesehatan	Yes	2-5
26-30	Male	S1	No	Education,Media	Professor	Yes	Paper,Timing	Yes	Nusa Tenggara Timur	HumanSocietyiora	Yes	2-5
17-25	Male	S1	No	Crime,Limited job,Education,Health,Youth	Professional	Maybe	Believe	Yes	DKI Jakarta	Teknik	No	5-7
17-25	Male	SMA	No	Agriculture,Media	Entrepreneur	Yes	Paper	Yes	Riau	Seni/ Desain/ Media	Yes	< 2
35+	Male	S1	No	Education	Professor	Yes	Believe	No	Jawa Barat	Pendidikan	Yes	2-5
